post_id,ticker,dividendo,yeld,media_yield_3m,soma_yield_3m,media_yield_6m,soma_yield_6m,media_yield_12m,soma_yield_12m,variacao_cotacao_mes,rentabilidade,rentabilidade_mes,cotacao_fechamento,soma_yield_ano_corrente,ano,vpa_yield,vpa,vpa_change,pl,vpa_rent,vpa_rent_m,yield_vpa_3m_sum,yield_vpa_3m,yield_vpa_6m_sum,yield_vpa_6m,yield_vpa_12m_sum,yield_vpa_12m,setor,setor_slug,valor,liquidezmediadiaria,patrimonio,pvp,p_vpa,post_title,ativos,volatility,numero_cotista,tx_gestao,tx_admin,tx_performance
200,GCRI11,0.8700,1.4000,1.4767,4.4300,1.4783,8.8700,1.3858,16.6300,10.8877,14.7703,12.4402,62.3300,4.4300,2025,0.9801,88.7700,-5.9341,129059671.2300,-2.9817,-5.0122,2.9512,0.9837,5.8139,0.9690,11.6727,0.9727,Papéis,papeis,64.01,170683.81,129059671.23,0.7211,0.7210769404077955,GCRI11,14,17.856488114778,4365,,,
453,GESE11B,1112.7198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,104.3204,1119.0800,-36.8533,58192036.9400,33.1732,29.0216,105.8683,35.2894,108.3632,18.0605,112.8313,9.4026,Educacional,educacional,1520,,118155565.38,23.8207,1.3582585695392644,GESE11B,14,,8102,,,
144,GGRC11,0.1000,1.0600,1.0300,3.0900,1.0200,6.1200,0.9442,11.3300,4.7619,0.6742,5.8724,9.4600,3.0900,2025,0.8400,11.3100,-90.9062,1383312013.1200,-90.5855,-90.8298,2.5649,0.8550,5.0160,0.8360,9.8487,0.8207,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,9.96,2393373.71,1383312013.12,0.8806,0.8806366047745359,GGRC11,27,13.41098599616,151904,,,
2787,GLOG11,0.4100,0.8500,0.8733,2.6200,0.8750,5.2500,0.8467,10.1600,-2.2371,-11.9864,-1.4062,48.0700,2.6200,2025,,,,,,,,,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,55.01,234465.52,79892726.91,0.5164,,GLOG11,1,24.102399741534,2193,,,
3577,GRUL11,0.1100,1.4200,1.5400,4.6200,1.8525,7.4100,1.8525,7.4100,8.5196,7.4573,10.0605,7.7700,4.6200,2025,,,,,,,,,,,,,Logística,logistica,7.97,343995.76,237592703.05,0.8285,,GRUL11,14,40.712857813744,4737,,,
2565,GRWA11,0.1000,1.1100,1.1467,3.4400,1.1617,6.9700,1.1275,13.5300,6.0071,9.8250,7.1837,9.0000,3.4400,2025,0.9980,10.0200,0.0000,27647711.0400,0.0000,0.0000,2.9960,0.9987,6.1356,1.0226,13.0421,1.0868,Indefinido,indefinido,9.27,6576.57,27647711.04,0.9251,0.9251497005988024,GRWA11,,26.932971796852,2506,,,
322,GSFI11,0.0007,0.0276,0.0092,0.0276,0.0046,0.0276,0.0023,0.0276,0.0000,0.0276,0.0276,2.5100,0.0276,2020,0.0058,11.9008,0.0111,814995674.0300,0.0170,0.0170,,,,,,,Shoppings,shoppings,7.75,369450.24,1242529367.88,0.6032,0.6512167249260554,GSFI11,9,17.462311408102,6900,,,
131,GTLG11,60.6178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,37.5900,2023,99.9964,60.6200,-35.8315,434811690.7000,35.2242,28.3347,134.9748,44.9916,137.2568,22.8761,141.7348,11.8112,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,63.99,22885.25,118155565.38,1.0028,1.0555922137908282,GTLG11,1,34.612044456026,8102,,,
454,GTWR11,0.8300,1.2400,1.2200,3.6600,1.1633,6.9800,1.0983,13.1800,-1.4890,-0.3945,-0.2675,66.8200,3.6600,2025,0.8332,99.6200,5.1954,1195442015.9700,11.6670,6.0718,2.4614,0.8205,4.7980,0.7997,9.4782,0.7898,Lajes Corporativas,lajes-corporativas,71.39,705485.48,1195442015.97,0.7166,0.7166231680385464,GTWR11,3,15.14974181073,36748,,,
2788,GURB11,0.7000,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,108.0000,0.6500,2024,,,,,,,,,,,,,Indefinido,indefinido,108,5000076,130902089.5,0.9365,,GURB11,2,1.171764507553,1,,,
87,GZIT11,0.7800,1.6400,1.8567,5.5700,1.8967,11.3800,1.7242,20.6900,13.6201,35.8048,15.4834,47.5500,5.5700,2025,,,,,,,,,,,,,Indefinido,indefinido,47.76,708338.38,2002216120.85,0.5286,,GZIT11,4,29.952988814759,6887,,,
315,HAAA11,0.0800,0.3200,0.6967,2.0900,0.4633,2.7800,0.3225,3.8700,-1.6438,-20.5395,-1.3291,25.1300,2.0900,2025,0.1072,74.6000,-16.7968,257756447.0000,-15.3633,-16.7076,0.7241,0.7241,1.0430,0.1738,2.4228,0.2019,Lajes Corporativas,lajes-corporativas,24.66,348.38,257756447,0.3306,0.33056300268096517,HAAA11,2,41.135105467542,229,,,
162,HABT11,1.0800,1.4200,1.4667,4.4000,1.3783,8.2700,1.3250,15.9000,8.8937,10.5162,10.4400,75.7900,4.4000,2025,1.1742,93.6800,-6.1134,761295504.7800,11.2144,-5.0110,3.3783,1.1261,6.3823,1.0637,12.9523,1.0794,Papéis,papeis,82.3,723178.33,761295504.78,0.8785,0.8785226302305721,HABT11,14,17.49205655968,64075,,,
325,HBCR11,5.0000,3.6200,2.3300,6.9900,1.5283,9.1700,0.8592,10.3100,0.0000,13.3251,3.6200,138.0000,6.9900,2025,,,,,,,,,,,,,Indefinido,indefinido,136.01,579862.29,195757615.18,1.1116,,HBCR11,2,37.428168621489,32,,,
360,HBRH11,0.5000,0.5500,0.5500,1.6500,1.1417,6.8500,0.7683,9.2200,1.0045,2.4597,1.5601,91.5000,9.2200,2024,0.4455,112.2300,-0.8569,316852348.3100,7.5973,-0.4152,0.9352,0.9352,5.6316,0.9386,8.0635,0.6720,Lajes Corporativas,lajes-corporativas,90.8,14627,316852348.31,0.8009,0.8090528379221241,HBRH11,5,13.976304501315,720,,,
331,HCHG11,0.7200,1.0100,1.3300,3.9900,1.2617,7.5700,1.1667,14.0000,3.3193,7.8229,4.3628,71.2800,3.9900,2025,0.8204,95.0700,-5.9830,114084063.0200,9.4667,-5.2116,2.9385,0.9795,5.5387,0.9231,10.0651,0.8388,Papéis,papeis,73.74,84235.24,114084063.02,0.7756,0.7756390028400126,HCHG11,14,32.331790165593,617,,,
2612,HCRA11,0.1700,1.8900,28.4967,85.4900,14.8083,88.8500,7.6683,92.0200,13.6364,-60.7969,15.7841,9.0000,86.8400,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Indefinido,indefinido,10,160.71,0,0,,HCRA11,,121.62040341372,0,,,
212,HCRI11,2.7500,1.1300,1.0367,3.1100,1.0700,6.4200,1.0542,12.6500,3.7845,1.2767,4.9572,243.2500,3.1100,2025,0.8452,325.9300,5.8352,65185251.1200,14.2203,6.7297,2.3279,0.7760,4.8296,0.8049,9.5859,0.7988,Hospitalar,hospitalar,221.01,40929.9,65185251.12,0.6781,0.6780903875065197,HCRI11,1,33.745835674943,3032,,,
355,HCTR11,0.3200,1.5700,2.4033,7.2100,1.9183,11.5100,1.6742,20.0900,-4.8221,-16.3090,-3.3278,20.3300,7.2100,2025,0.3166,101.0800,-16.7243,2232367970.8100,-1.5067,-16.4607,1.2652,0.4217,2.2781,0.3797,4.2992,0.3583,Papéis,papeis,20.87,1974531.67,2232367970.81,0.2065,0.20647012267510884,HCTR11,14,43.221607453185,143549,,,
89,HDEL11,11.6000,11.8400,3.9467,11.8400,1.9733,11.8400,3.5033,21.0200,-10.9091,-0.3607,-0.3607,98.0000,11.8400,2025,,,,,,,,,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,99,37.71,36969192.56,2.2495,,HDEL11,1,79.695181562963,111,,,
274,HFOF11,0.5600,1.0600,1.0400,3.1200,0.9967,5.9800,0.9617,11.5400,-0.1135,-3.0351,0.9453,52.8100,3.1200,2025,0.8586,65.2200,-19.3620,1502962695.4500,-15.2951,-18.6696,2.5630,0.8543,5.0655,0.8443,9.9096,0.8258,Fundo de Fundos,fundo-de-fundos,54.79,2402455.38,1502962695.45,0.8395,0.8400797301441276,HFOF11,14,13.804118520863,72293,,,
476,HGAG11,0.1900,1.4600,1.0667,3.2000,1.0500,6.3000,1.0067,12.0800,41.3043,-3.2396,43.3674,13.0000,2.3300,2025,0.3373,23.7200,0.0000,5888874.8100,0.0000,0.0000,1.4902,0.4967,3.8100,0.6350,9.5292,0.7941,Indefinido,indefinido,14.99,1729.05,5888874.81,0.632,0.631956155143339,HGAG11,0,98.133076437347,1173,,,
3375,HGBL11,0.0720,0.8300,0.9767,2.9300,1.2200,7.3200,1.3242,15.8900,0.1148,-11.3727,0.9458,8.7200,2.9300,2025,,,,,,,,,,,,,Misto,misto,8.47,1091783.19,224464543.79,0.902,,HGBL11,1,25.488119137418,4261,,,
374,HGBS11,1.6000,0.9000,0.9000,2.7000,0.8683,5.2100,0.8508,10.2100,1.8948,-2.5219,2.8118,178.0000,2.7000,2025,0.7430,215.3300,-2.9695,2780658419.8000,8.2240,-2.2486,2.2311,0.7437,4.3757,0.7293,8.9213,0.7434,Shoppings,shoppings,195.01,2354427.67,2780658419.8,0.9056,0.9056332141364416,HGBS11,16,13.861825625631,126197,,,
231,HGCR11,1.0500,1.1000,1.1000,3.3000,1.0533,6.3200,1.0167,12.2000,8.0745,6.2565,9.2634,95.7000,3.3000,2025,1.0982,95.6100,-5.2991,1474049003.5000,8.8693,-4.2591,3.0782,1.0261,5.9706,0.9951,11.6450,0.9704,Papéis,papeis,95.9,2148815.43,1474049003.5,1.003,1.0030331555276646,HGCR11,14,14.859830338043,100995,,,
387,HGFF11,0.6800,1.0000,1.3400,4.0200,1.1633,6.9800,1.0258,12.3100,4.7155,3.7952,5.7627,67.7300,4.0200,2025,0.8813,77.1600,-11.1469,220959092.1200,-5.5774,-10.3639,3.5649,1.1883,6.0914,1.0152,10.6963,0.8914,Fundo de Fundos,fundo-de-fundos,69.38,282458.52,220959092.12,0.8992,0.89917055469155,HGFF11,14,17.370372428359,15393,,,
437,HGIC11,0.5905,0.9100,1.1167,3.3500,1.1400,6.8400,1.1025,13.2300,-11.2071,-22.6598,-10.3991,64.7300,3.3500,2025,0.7343,108.9400,-5.0384,50409291.2600,13.7297,-4.3410,2.5748,0.8583,5.3401,0.8900,9.9545,0.8295,Papéis,papeis,73,21082.81,50409291.26,0.6701,0.6700936295208372,HGIC11,2,60.623106902961,537,,,
346,HGLG11,1.1000,0.7400,0.7300,2.1900,0.7350,4.4100,0.7267,8.7200,-0.4532,3.4668,0.2834,149.3600,2.1900,2025,0.6765,162.6100,5.5703,5494304929.2100,23.2167,6.2845,2.0271,0.6757,4.1313,0.6885,8.3145,0.6929,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,152.4,5793876.52,5494304929.21,0.9372,0.9372117335957197,HGLG11,28,13.17660455625,495982,,,
306,HGPO11,57.0500,48.2200,0.0000,0.0000,8.2950,49.7700,4.8533,58.2400,5.0528,93.7917,55.7093,118.3000,62.3600,2024,36.6622,155.6100,-48.0208,272797070.8500,-15.3550,-28.9642,38.2812,12.7604,39.7611,6.6268,42.6262,3.5522,Lajes Corporativas,lajes-corporativas,132.4,198780.76,272810653.6,0.8508,0.8508450613713772,HGPO11,2,11.315702656663,10349,,,
225,HGRE11,0.8500,0.8500,0.8300,2.4900,0.8017,4.8100,0.7992,9.5900,2.8548,3.0664,3.7291,100.1600,2.4900,2025,0.5507,154.3400,-1.6253,1823944754.4300,-0.7756,-1.0836,1.5617,0.5206,3.0961,0.5160,6.6317,0.5526,Lajes Corporativas,lajes-corporativas,109.88,1423732.33,1823944754.43,0.7127,0.7119346896462355,HGRE11,14,19.393672106053,143784,,,
71,HGRS11,29.3210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,0.0000,92.8601,0.0000,110907626.7300,0.0000,0.0000,,,,,,,Imóveis Residenciais,imoveis-residenciais,0,,118155565.38,0,,HGRS11,14,,8102,,,
298,HGRU11,0.9000,0.7900,1.0900,3.2700,0.9333,5.6000,0.8433,10.1200,3.9351,6.1214,4.7562,114.1000,3.2700,2025,0.7113,126.5200,2.9539,2940174720.3800,17.8696,3.6862,2.9243,0.9748,5.0105,0.8351,9.3819,0.7818,Misto,misto,118.66,4729406.43,2940174720.38,0.9405,0.9378754347138792,HGRU11,106,12.829908472856,213976,,,
2789,HILG11,1.4442,0.7300,0.9267,2.7800,0.8217,4.9300,0.4250,5.1000,0.0000,2.8047,0.7300,197.2400,2.7800,2025,,,,,,,,,,,,,Indefinido,indefinido,197.24,9.43,107671195.69,0.964,,HILG11,1,10.758702026307,104,,,
254,HLOG11,0.6500,0.8500,0.7267,2.1800,0.6017,3.6100,0.5792,6.9500,-3.1460,-5.7881,-2.3228,76.3500,2.1800,2025,0.5871,110.7100,-4.9455,470517863.9300,6.0037,-4.3874,1.3110,0.4370,2.3503,0.3917,4.7261,0.3938,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,78.78,64438.67,470517863.93,0.7116,0.7115888356968657,HLOG11,4,15.930698609556,3475,,,
1852,HOFC11,0.2100,0.6500,0.0000,0.0000,0.0000,0.0000,0.6500,0.6500,73.8288,64.8895,74.9586,32.2800,2.0000,2024,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,24.98,76560.05,247443156.37,0.3815,,HOFC11,4,45.5807108936,5845,,,
129,HOSI11,0.6329,0.7800,0.7767,2.3300,0.7317,4.3900,0.7317,8.7800,-3.3610,-9.7913,-2.6073,81.3700,2.3300,2025,0.6829,92.1200,0.0652,52826812.0900,6.5813,0.7485,2.0977,0.6992,4.2946,0.7158,8.6563,0.7214,Imóveis Residenciais,imoveis-residenciais,85,22279.33,52826812.09,0.9227,0.9227095093356491,HOSI11,14,39.750952553209,1246,,,
385,HPDP11,0.5600,0.6300,0.6567,1.9700,0.6417,3.8500,0.5833,7.0000,0.3069,3.9981,0.9388,88.2500,1.9700,2025,0.5995,93.4100,4.6493,307141186.0600,5.0388,5.2767,1.7653,0.5884,3.4299,0.5717,6.7609,0.5634,Shoppings,shoppings,88.19,2403805.14,307141186.06,0.9441,0.9441173321914142,HPDP11,1,22.487356666845,385,,,
172,HRDF11,6.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2019,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,3,111.05,11728646.47,0.3881,,HRDF11,14,52.87155952609,969,,,
341,HREC11,0.0900,1.1900,1.1567,3.4700,1.0833,6.5000,1.0367,12.4400,3.4106,0.8493,4.6412,7.5800,3.4700,2025,1.0539,8.5400,-90.3915,441225065.6200,-89.3121,-90.2903,2.9242,0.9747,5.6486,0.9414,10.9687,0.9141,Papéis,papeis,8.44,843423.9,441225065.62,0.9883,0.9882903981264637,HREC11,14,18.154033445828,2737,,,
2782,HRES11,2.2029,1.4900,1.3767,4.1300,1.3767,4.1300,1.3767,4.1300,0.0000,1.9714,1.4900,147.6400,3.0600,2025,,,,,,,,,,,,,Imóveis Residenciais,imoveis-residenciais,147.64,477.6,60230700.82,1.1478,,HRES11,14,32.387237677893,132,,,
262,HSAF11,0.9500,1.2100,1.4567,4.3700,1.2833,7.7000,1.2517,15.0200,12.8893,16.9495,14.2552,78.3000,4.3700,2025,1.0928,86.9300,-4.8281,219609218.9600,4.9569,-3.7880,3.3954,1.1318,6.1425,1.0238,12.4380,1.0365,Papéis,papeis,80.75,229053.05,219609218.96,0.9289,0.9289083170366961,HSAF11,14,24.739070304506,9153,,,
125,HSLG11,0.6500,0.9100,0.9400,2.8200,0.9367,5.6200,0.9108,10.9300,1.5012,-5.0494,2.4249,71.6700,2.8200,2025,0.6269,103.6800,-1.2007,1312650704.3300,0.8025,-0.5813,2.0530,0.6843,4.1828,0.6971,8.4312,0.7026,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,82.29,461607.43,1312650704.33,0.7938,0.7936921296296297,HSLG11,6,18.241836079899,40899,,,
371,HSML11,0.6500,0.8500,0.9600,2.8800,0.9617,5.7700,0.9267,11.1200,5.7636,-0.9000,6.6626,76.5200,2.8800,2025,0.5943,109.3700,12.0824,2275796709.7400,18.6471,12.7485,2.0578,0.6859,4.2780,0.7130,8.9945,0.7495,Shoppings,shoppings,83.19,2232027.19,2275796709.74,0.7606,0.760629057328335,HSML11,13,16.921719539039,193173,,,
269,HSRE11,0.6500,0.6400,0.8267,2.4800,0.9617,5.7700,0.8733,10.4800,1.0921,8.4998,1.7391,100.9000,2.4800,2025,0.7106,91.4700,-4.7584,813935265.4300,2.0151,-4.0816,3.3001,1.1000,6.3831,1.0639,10.9637,0.9136,Misto,misto,101.99,3230117.38,813935265.43,1.115,1.1150103859188805,HSRE11,24,21.662605720485,341,,,
448,HTMX11,0.9817,0.6600,1.3467,4.0400,1.4700,8.8200,1.3208,15.8500,-4.0389,5.1271,-3.4056,148.0200,4.0400,2025,0.8458,145.4400,3.6266,420036596.1700,20.9252,4.5032,5.9860,1.9953,10.9812,1.8302,19.8866,1.6572,Hotéis,hoteis,144.27,994653.86,420036596.17,0.992,0.9919554455445545,HTMX11,20,23.197326877124,37869,,,
80,HUCG11,0.2200,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0000,8.2160,8.2160,108.0000,0.2000,2024,,,,,,,,,,,,,Hospitalar,hospitalar,102.69,496.33,115369327.08,0.9987,,HUCG11,1,58.404312315905,236,,,
156,HUSC11,0.9000,0.9300,0.9900,2.9700,0.9450,5.6700,0.8317,9.9800,8.7254,1.0732,9.7365,97.0700,2.9700,2025,0.5907,152.3700,3.8296,129641951.7600,12.9910,4.4429,1.7727,0.5909,3.5394,0.5899,6.8719,0.5727,Hospitalar,hospitalar,95.58,5917.33,129641951.76,0.6273,0.6272888363851151,HUSC11,2,49.364169231785,755,,,
392,HUSI11,8.4182,0.0000,0.4633,1.3900,0.5883,3.5300,0.5317,6.3800,0.0000,,0.0000,,0.7100,2025,0.6758,1245.6900,25.4294,144950948.5900,32.8235,26.2771,2.0582,0.6861,4.1610,0.6935,8.2351,0.6863,Hospitalar,hospitalar,1230,115.29,144950948.59,0.9874,0.9874045709606724,HUSI11,14,63.198828685933,103,,,
2567,IAAG11,0.1000,1.2500,1.3133,3.9400,1.1433,6.8600,1.1258,13.5100,3.6316,-4.4948,4.9270,7.9900,3.9400,2025,1.1329,9.7100,0.0000,101540405.2400,0.0000,0.0000,3.1969,1.0656,6.0842,1.0140,12.2872,1.0239,Indefinido,indefinido,7.66,90212.81,101540405.24,0.7889,0.7888774459320288,IAAG11,,26.767988261199,13310,,,
478,IAGR11,0.0060,0.1600,0.5700,0.5700,0.2317,1.3900,0.3883,4.6600,17.1875,32.3304,17.3750,3.7500,0.5700,2025,0.0939,6.3900,0.0000,17880337.9300,0.0000,0.0000,0.2815,0.2815,0.7448,0.7448,2.6954,0.2246,Indefinido,indefinido,4.06,29097.71,17880337.93,0.6354,0.6353677621283255,IAGR11,,40.263292763389,3824,,,
3579,IBBP11,0.0714,0.8200,1.2850,2.5700,1.2850,2.5700,1.2850,2.5700,-0.8000,0.8736,0.0134,8.6800,2.5700,2025,,,,,,,,,,,,,Indefinido,indefinido,8.13,379.57,349557665.29,1.0782,,IBBP11,24,29.168515154026,388,,,
208,IBCR11,0.9000,1.5300,1.6067,4.8200,1.5050,9.0300,1.4117,16.9400,12.8840,12.9682,14.6112,58.7900,4.8200,2025,0.9964,92.3300,-1.6929,88492303.9500,7.6828,-0.7134,2.8507,0.9502,5.3175,0.8863,10.8979,0.9082,Papéis,papeis,60.18,257456.67,88492303.95,0.6518,0.6517924834831582,IBCR11,14,17.547341921365,3709,,,
185,IBFF11,14.7925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,6.2500,2022,100.0846,14.7800,-79.0859,9855905.1600,-58.4748,-58.1541,101.1730,33.7243,103.2360,17.2060,107.5171,8.9598,Fundo de Fundos,fundo-de-fundos,66.4,162549.5,118155565.38,1.0406,4.49255751014885,IBFF11,14,4.204075241659,8102,,,
3241,ICNE11,12.7602,1.9500,1.3367,4.0100,0.9767,5.8600,1.1833,14.2000,0.0000,5.8941,1.9500,653.9600,5.7800,2025,,,,,,,,,,,,,Imóveis Residenciais,imoveis-residenciais,653.96,,97965151.55,0.801,,ICNE11,14,132.23343738131,5,,,
2964,ICRI11,1.0000,1.1400,1.3800,4.1400,1.4050,8.4300,1.2333,14.8000,9.8285,2.1698,11.0805,87.7200,4.1400,2025,,,,,,,,,,,,,Misto,misto,93.76,1167795.33,381798449.22,0.9473,,ICRI11,14,19.953172567569,6626,,,
81,IDFI11,1.5607,78.0400,0.0000,0.0000,29.5633,177.3800,58.9000,706.8000,-54.3379,44259.4346,-18.7032,2.0000,1043.0400,2024,269.7938,1.6000,-97.1408,3283391.8700,-91.3772,-89.4269,388.0196,129.3399,425.0363,70.8394,471.8044,39.3170,Indefinido,indefinido,2,2592.8,3283391.87,1.25,1.25,IDFI11,1,595.40532971841,617,,,
2763,IDGR11,0.0898,5.9900,1.9967,5.9900,7.8767,47.2600,7.6050,91.2600,-50.9804,-48.0441,-48.0441,1.5000,5.9900,2025,,,,,,,,,,,,,Misto,misto,1.5,332.83,79368.95,16.6667,,IDGR11,1,154.57218089406,171,,,
3230,IDUA11,1.7443,2.7100,1.4233,4.2700,1.0883,6.5300,1.0033,12.0400,0.0000,6.2487,2.7100,64.4200,7.5000,2025,,,,,,,,,,,,,Imóveis Comerciais - Outros,imoveis-comerciais-outros,64.42,,30277432.84,0.856,,IDUA11,14,18.716173765691,2,,,
1848,IFRA11,1.0000,1.0800,1.0600,3.1800,1.0533,6.3200,1.0417,12.5000,0.2054,-4.5045,1.2877,92.6700,3.1800,2025,,,,,,,,,,,,,Indefinido,indefinido,98.31,1730041.14,0,0,,IFRA11,,17.930412744655,0,,,
3387,IFRI11,1.0000,1.0700,0.9800,2.9400,1.0033,6.0200,0.9778,8.8000,2.1558,0.6718,3.2489,93.3500,2.9400,2025,,,,,,,,,,,,,Misto,misto,96.3,2101512.48,0,0,,IFRI11,,18.459248463902,0,,,
3515,IMOV11,0.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2025,,,,,,,,,,,,,Indefinido,indefinido,0,,466015508.19,0,,IMOV11,14,,13027,,,
3609,INFA11,1.0000,10.1800,3.9333,11.8000,3.3875,13.5500,3.3875,13.5500,0.0000,9.9566,10.1800,9.8200,11.8000,2025,,,,,,,,,,,,,Outros,outros,9.82,,0,0,,INFA11,,2.619290688636,0,,,
3607,INFB11,1.0000,1.0300,0.5150,1.0300,1.4950,2.9900,1.4950,2.9900,-4.8878,-2.9854,-3.9081,97.4900,2.9900,2024,,,,,,,,,,,,,Indefinido,indefinido,88.3,57537,0,0,,INFB11,,43.463858549308,0,,,
3835,INLG11,0.7300,1.1100,1.1333,3.4000,1.1133,6.6800,0.9867,11.8400,-0.0758,-0.9521,1.0333,65.8700,3.4000,2025,,,,,,,,,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,67.35,191523.1,454736458.67,0.6699,,INLG11,5,15.519968964945,18197,,,
3831,INRD11,0.6200,0.9900,0.9533,2.8600,0.9083,5.4500,0.8483,10.1800,-2.9311,-4.3843,-1.9702,62.5900,2.8600,2025,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,66,55624,133052381.56,0.5609,,INRD11,5,14.442446110827,7581,,,
379,IRDM11,0.8000,1.2100,1.3167,3.9500,1.2900,7.7400,1.2067,14.4800,8.5888,14.9888,9.9027,66.2500,3.9500,2025,0.9227,81.2800,-12.4138,2961202455.7300,-8.0599,-11.6056,3.0191,1.0064,5.7210,0.9535,11.0849,0.9237,Papéis,papeis,70.78,2769362.19,2961202455.73,0.8708,0.8708169291338582,IRDM11,1,14.597789132713,279820,,,
3853,IRIF11,0.1000,1.1100,0.7400,2.2200,0.7400,2.2200,0.7400,2.2200,-0.2222,0.8853,0.8853,8.9800,2.2200,2025,,,,,,,,,,,,,Papéis,papeis,8.74,45607.19,0,0,,IRIF11,,46.151262907967,0,,,
140,IRIM11,0.8200,1.2100,1.4067,4.2200,1.3783,8.2700,1.2900,15.4800,9.6529,20.1436,10.9797,67.9300,4.2200,2025,0.9444,84.7100,-12.9573,162647978.8500,-8.7956,-12.1352,3.1586,1.0529,6.0409,1.0068,11.5702,0.9642,Indefinido,indefinido,68,40454.62,162647978.85,0.8027,0.8027387557549286,IRIM11,14,18.899710611521,2567,,,
3245,ISCJ11,0.5875,0.7200,0.6433,1.9300,0.6200,3.7200,0.7033,8.4400,-17.8564,-4.7776,-17.2650,81.4700,3.7200,2025,,,,,,,,,,,,,Papéis,papeis,92.5,31.57,43173837.69,0.402,,ISCJ11,14,106.6486791997,50,,,
92,ITIP11,0.7200,1.1400,1.0500,3.1500,1.0033,6.0200,0.9925,11.9100,-3.3267,-3.0171,-2.2246,63.3500,3.1500,2025,1.0564,66.2600,-17.2681,49572252.3700,-14.4022,-16.3941,3.0291,1.0097,5.9051,0.9842,11.6458,0.9705,Papéis,papeis,65.7,862543.19,49572252.37,0.9915,0.9915484455176576,ITIP11,14,17.097328006201,9438,,,
59,ITIT11,0.6200,0.9600,0.9433,2.8300,0.9083,5.4500,0.8758,10.5100,1.2674,0.3450,2.2396,64.7200,2.8300,2025,0.8965,70.2700,-11.0056,63275498.7700,-4.1814,-10.2077,2.6100,0.8700,4.9982,0.8330,9.3943,0.7829,Fundo de Fundos,fundo-de-fundos,66.2,641863.24,63275498.77,0.9421,0.9420805464636404,ITIT11,14,13.993604054219,10939,,,
3247,ITRI11,0.7200,1.0100,1.0467,3.1400,1.0600,6.3600,1.0680,10.6800,7.1493,-3.8490,8.2315,71.3400,3.1400,2025,,,,,,,,,,,,,Shoppings,shoppings,76.87,1263446.05,538900204.24,0.8916,,ITRI11,14,19.575981222122,17329,,,
3855,IVCI11,1.8200,1.8800,0.8533,2.5600,1.9067,5.7200,1.9067,5.7200,0.0000,1.7951,1.8800,96.8600,2.5600,2025,,,,,,,,,,,,,Papéis,papeis,96.86,,49056874.04,0.9873,,IVCI11,,3.653515191164,16,,,
60,JASC11,0.6400,0.6200,0.6267,1.8800,0.6150,3.6900,0.3525,4.2300,0.0000,5.9765,0.6200,103.0000,1.8800,2025,,,,,,,,,,,,,Imóveis Comerciais - Outros,imoveis-comerciais-outros,100,9523.81,394778847.21,0.8839,,JASC11,19,180.98403102866,166,,,
334,JBFO11,0.0407,0.2700,14.6967,44.0900,18.5417,111.2500,9.2708,111.2500,-43.8341,-43.6824,-43.6824,15.0300,0.2700,2025,,,,,,,,,,,,,Papéis,papeis,15.03,82,10258423.55,1.8741,,JBFO11,14,220.68989124139,366,,,
2783,JCCJ11,0.4225,0.2800,0.8500,0.8500,0.2850,1.7100,0.2242,2.6900,-0.8896,-3.7931,-0.6121,152.6300,0.8500,2025,,,,,,,,,,,,,Papéis,papeis,153,2125986,315627440.6,0.8088,,JCCJ11,14,176.31443879112,126,,,
3573,JCIN11,0.5502,0.3700,0.3833,1.1500,0.3950,2.3700,0.3463,2.7700,0.0000,1.1544,0.3700,150.0000,1.1500,2025,,,,,,,,,,,,,Fundo de Fundos,fundo-de-fundos,150,3189171.43,205689782.34,0.9609,,JCIN11,14,14.540866662328,6,,,
